utt_id,score
LA_E_1000147,0.7155502438545227
LA_E_1000273,0.10035085678100586
LA_E_1000791,0.0962672010064125
LA_E_1000841,0.021614881232380867
LA_E_1000989,0.39102834463119507
LA_E_1001227,0.6634668111801147
LA_E_1001232,0.5780792236328125
LA_E_1001320,0.41223660111427307
LA_E_1001476,0.028751013800501823
LA_E_1001893,0.030626468360424042
LA_E_1001964,0.05660926178097725
LA_E_1001976,0.9744652509689331
LA_E_1002073,0.021794626489281654
LA_E_1002282,0.032129254192113876
LA_E_1002394,0.018826553598046303
LA_E_1002474,0.36414122581481934
LA_E_1002658,0.04810786992311478
LA_E_1002683,0.8785005211830139
LA_E_1002769,0.030962293967604637
LA_E_1002802,0.1666073203086853
LA_E_1002903,0.9903512597084045
LA_E_1002947,0.7590157389640808
LA_E_1002990,0.15002384781837463
LA_E_1003128,0.9706032872200012
LA_E_1003228,0.0838489904999733
LA_E_1003257,0.0332978218793869
LA_E_1003530,0.9620469808578491
LA_E_1003768,0.013450655154883862
LA_E_1003846,0.029653985053300858
LA_E_1004067,0.03716260939836502
LA_E_1004363,0.9716464877128601
LA_E_1004506,0.03223505988717079
LA_E_1004546,0.02774791046977043
LA_E_1004665,0.10399594902992249
LA_E_1004704,0.12018602341413498
LA_E_1004940,0.030316876247525215
LA_E_1005177,0.3541717231273651
LA_E_1005209,0.5005497932434082
LA_E_1005234,0.031019987538456917
LA_E_1005307,0.12751996517181396
LA_E_1005517,0.6416460275650024
LA_E_1005565,0.08656620979309082
LA_E_1005795,0.9827616810798645
LA_E_1005800,0.8922690749168396
LA_E_1006026,0.026259005069732666
LA_E_1006250,0.831756591796875
LA_E_1006317,0.05203380435705185
LA_E_1006563,0.027180086821317673
LA_E_1006585,0.9358599781990051
LA_E_1006831,0.01764628104865551
LA_E_1006883,0.18436549603939056
LA_E_1006886,0.017874546349048615
LA_E_1007069,0.02038067951798439
LA_E_1007187,0.7683312892913818
LA_E_1007436,0.021049633622169495
LA_E_1007733,0.030455457046628
LA_E_1007762,0.911841869354248
LA_E_1007831,0.6938934326171875
LA_E_1007838,0.03589315339922905
LA_E_1007872,0.97244793176651
LA_E_1007889,0.025989040732383728
LA_E_1007973,0.03111964836716652
LA_E_1008103,0.031379036605358124
LA_E_1008108,0.36585649847984314
LA_E_1008240,0.4650392234325409
LA_E_1008476,0.9849344491958618
LA_E_1008606,0.036393020302057266
LA_E_1008655,0.026547936722636223
LA_E_1009236,0.05300702527165413
LA_E_1009254,0.03031209483742714
LA_E_1009324,0.028168153017759323
LA_E_1009429,0.07125984877347946
LA_E_1009480,0.028910009190440178
LA_E_1009522,0.09740503132343292
LA_E_1009571,0.024089915677905083
LA_E_1009640,0.12832382321357727
LA_E_1009694,0.045861560851335526
LA_E_1009886,0.07152616232633591
LA_E_1009931,0.6951928734779358
LA_E_1010033,0.15920010209083557
LA_E_1010300,0.025981958955526352
LA_E_1010349,0.958919882774353
LA_E_1010357,0.030789079144597054
LA_E_1010956,0.04957590997219086
LA_E_1011107,0.042174093425273895
LA_E_1011253,0.0500001385807991
LA_E_1011346,0.036153025925159454
LA_E_1011450,0.0360252670943737
LA_E_1011600,0.018734637647867203
LA_E_1011677,0.02730565331876278
LA_E_1011803,0.023738348856568336
LA_E_1011807,0.9297869801521301
LA_E_1011816,0.029606346040964127
LA_E_1011882,0.028592174872756004
LA_E_1012015,0.05101899057626724
LA_E_1012070,0.04196791350841522
LA_E_1012151,0.03065105527639389
LA_E_1012317,0.03152642026543617
LA_E_1012437,0.025518300011754036
LA_E_1012465,0.032202064990997314
